"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 75-79",735
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 80-84",659
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 80-84",246
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 80-84",413
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 85-89",230
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 85-89",70
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 85-89",160
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 90-94",53
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 90-94",13
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 90-94",40
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 95-99",4
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 95-99",1
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 95-99",4
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1970"," 100+",0
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1970"," 100+",0
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1970"," 100+",0
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1975"," 0-4",10005
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1975"," 0-4",5129
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1975"," 0-4",4875
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1975"," 5-9",8887
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1975"," 5-9",4557
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1975"," 5-9",4329
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1975"," 10-14",8250
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1975"," 10-14",4220
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1975"," 10-14",4030
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1975"," 15-19",7933
"Japan","Population by five-year age group and sex (thousands)","Male","Medium variant","1975"," 15-19",4031
"Japan","Population by five-year age group and sex (thousands)","Female","Medium variant","1975"," 15-19",3901
"Japan","Population by five-year age group and sex (thousands)","Total","Medium variant","1975"," 20-24",9138
